instance_id,repo,upstream_repo,base_commit,language,generation_method,generation_method_raw,method_family,trajectory_count,fail_to_pass_count,pass_to_pass_count,patch_bytes,image_name
getmoto__moto.694ce1f4.pr_8145,swesmith/getmoto__moto.694ce1f4,getmoto/moto,6c46241ccc27794cfa71ded6bcecf41d2fca8fbb,python,pr_mirror,pr_8145,mirror,1,2,9,4625,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8149,swesmith/getmoto__moto.694ce1f4,getmoto/moto,1c1c4a75f86e74f9613aa2a046421cb3b9407330,python,pr_mirror,pr_8149,mirror,1,1,5,1212,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8164,swesmith/getmoto__moto.694ce1f4,getmoto/moto,c2f1a1d68ab1d86aa923ffe3bfeffe35f14d1d1c,python,pr_mirror,pr_8164,mirror,1,4,23,15730,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8172,swesmith/getmoto__moto.694ce1f4,getmoto/moto,d1e42a099680fb3c38d2bb79d84239034b19360a,python,pr_mirror,pr_8172,mirror,1,5,13,3437,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8178,swesmith/getmoto__moto.694ce1f4,getmoto/moto,08c3d6c0022cc9d6a56b7cc30adf171a6e606177,python,pr_mirror,pr_8178,mirror,1,4,14,1031,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8181,swesmith/getmoto__moto.694ce1f4,getmoto/moto,f72d48e1fd48d32a0eb62317e02ab4ccc2790510,python,pr_mirror,pr_8181,mirror,1,1,21,1479,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8188,swesmith/getmoto__moto.694ce1f4,getmoto/moto,71b8de65e23e2b99a3fdc42bba7212ae53b78112,python,pr_mirror,pr_8188,mirror,1,3,14,3591,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8214,swesmith/getmoto__moto.694ce1f4,getmoto/moto,70b30ece9354d6167e77d51f4eabb51045cfc9bc,python,pr_mirror,pr_8214,mirror,1,2,23,4530,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8217,swesmith/getmoto__moto.694ce1f4,getmoto/moto,af0563e0d8c76ce72086c68dcc0b700c60c1e705,python,pr_mirror,pr_8217,mirror,1,1,24,12790,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8233,swesmith/getmoto__moto.694ce1f4,getmoto/moto,fea8927862aa22fd200f842d7f1bfb797e72e08c,python,pr_mirror,pr_8233,mirror,1,1,6,1006,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8342,swesmith/getmoto__moto.694ce1f4,getmoto/moto,d85120d69760cf8b98cdea47e0f1a6b607969799,python,pr_mirror,pr_8342,mirror,3,11,8,1322,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8343,swesmith/getmoto__moto.694ce1f4,getmoto/moto,161d9ca555ffe7196be832571f87b4c86d31ad49,python,pr_mirror,pr_8343,mirror,1,2,10,4552,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8344,swesmith/getmoto__moto.694ce1f4,getmoto/moto,de2b81bef5ed6bbeda24c305d351fc014e3dec7e,python,pr_mirror,pr_8344,mirror,3,2,8,9109,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8348,swesmith/getmoto__moto.694ce1f4,getmoto/moto,89ac9e08839e0d790853409a6f9e3fcbe862f8f4,python,pr_mirror,pr_8348,mirror,1,2,12,3686,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8359,swesmith/getmoto__moto.694ce1f4,getmoto/moto,a44593b64824012cd28365a64db25e01967e5dcb,python,pr_mirror,pr_8359,mirror,1,8,41,4095,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8361,swesmith/getmoto__moto.694ce1f4,getmoto/moto,cfdb61687d32bbdb288c076e0e12c04ebac87411,python,pr_mirror,pr_8361,mirror,1,3,20,2769,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8368,swesmith/getmoto__moto.694ce1f4,getmoto/moto,0dbfa227c3eadfd22f26e670fc8ab885534d6111,python,pr_mirror,pr_8368,mirror,1,1,10,1636,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8375,swesmith/getmoto__moto.694ce1f4,getmoto/moto,7aef5a504a90ddb768b3045f7bcf75fb73fc6f54,python,pr_mirror,pr_8375,mirror,1,1,26,8873,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8386,swesmith/getmoto__moto.694ce1f4,getmoto/moto,e0490bc8a3d12a9d3a858c4f6e92d9bca44c8978,python,pr_mirror,pr_8386,mirror,1,2,31,3052,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8390,swesmith/getmoto__moto.694ce1f4,getmoto/moto,ad5e0f12a73197eb6c960cdb138426e7a2134561,python,pr_mirror,pr_8390,mirror,2,1,22,797,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8431,swesmith/getmoto__moto.694ce1f4,getmoto/moto,ef18e27ea6cc4600e17724fca5b5ab573cc7e188,python,pr_mirror,pr_8431,mirror,1,2,2,2717,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8466,swesmith/getmoto__moto.694ce1f4,getmoto/moto,2509623ddace382003fbce1de2b24271f7fe6459,python,pr_mirror,pr_8466,mirror,2,63,11,9442,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8478,swesmith/getmoto__moto.694ce1f4,getmoto/moto,adfd4c176b298516fb09ac3f5fb21ec2c85f1e6b,python,pr_mirror,pr_8478,mirror,1,1,17,3088,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8492,swesmith/getmoto__moto.694ce1f4,getmoto/moto,fb5467ffe23509fab1c0194bd706b69a7a0fe44e,python,pr_mirror,pr_8492,mirror,3,1,4,1202,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8518,swesmith/getmoto__moto.694ce1f4,getmoto/moto,9de6f89a63a4a49e1581bb2a7cc531dc9a6449a2,python,pr_mirror,pr_8518,mirror,2,5,0,15700,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8532,swesmith/getmoto__moto.694ce1f4,getmoto/moto,4e0f9b4cbc72653a7b7268148b1a0e7e83284fe6,python,pr_mirror,pr_8532,mirror,1,13,0,24915,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8538,swesmith/getmoto__moto.694ce1f4,getmoto/moto,38e81597eb109282d7fbb8d631337618d697665f,python,pr_mirror,pr_8538,mirror,1,1,39,2052,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8539,swesmith/getmoto__moto.694ce1f4,getmoto/moto,53071bd14ff1c23faf9c4099d329328df60cd6fc,python,pr_mirror,pr_8539,mirror,3,11,22,2723,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8587,swesmith/getmoto__moto.694ce1f4,getmoto/moto,4917f9bb538e964cbb77684672a35bd1e24ebf36,python,pr_mirror,pr_8587,mirror,1,10,1,27259,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8607,swesmith/getmoto__moto.694ce1f4,getmoto/moto,b4b8a3e219524ba6a8cf858da31dc9d5a0a72dc5,python,pr_mirror,pr_8607,mirror,1,2,9,2910,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8618,swesmith/getmoto__moto.694ce1f4,getmoto/moto,e64cb4ec6316cce64e8b484552a2e549d2bb372c,python,pr_mirror,pr_8618,mirror,1,5,8,4277,swesmith.x86_64.getmoto__moto.694ce1f4
getmoto__moto.694ce1f4.pr_8619,swesmith/getmoto__moto.694ce1f4,getmoto/moto,b96918faed5c8494184f2a64989de8f95b53d05c,python,pr_mirror,pr_8619,mirror,1,1,21,1322,swesmith.x86_64.getmoto__moto.694ce1f4
getnikola__nikola.0f4c230e.func_pm_class_rm_base__daz5a39r,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,d86fa20484875b1a6cc00d8f279269488b6109c0,python,func_pm_class_rm_base,func_pm_class_rm_base,procedural,1,112,313,739,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_class_rm_base__ol4aal46,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,4ee213f256de911726fcb6e0ab2d054858bfc6bf,python,func_pm_class_rm_base,func_pm_class_rm_base,procedural,1,15,280,621,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_class_rm_base__tkgl7cyw,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,7baec5cd892cdf24ca6a5abe9a23284f72cf8078,python,func_pm_class_rm_base,func_pm_class_rm_base,procedural,1,4,427,780,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_class_rm_funcs__kj64epoa,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,946074feddaa9cf82b696d157564b07f0edaed9d,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,98,333,1214,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_class_rm_funcs__loiwq6sx,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,07ea4e6b76d1ac3ca9db4d32b656b13527c6e247,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,4,338,2962,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_class_rm_funcs__w51lzkzr,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,3cbc61d50367e7c58c82c47eec595cf68d4b367f,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,12,277,1130,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__0x3rvhid,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,b3014401735468962d4f2646128af61d82496ce6,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,12,330,962,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__3hj2kv06,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,cb3172000caeec91db711d1f90f4e03f904077b7,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,2,429,1473,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__4qen0gds,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,429444760cf17f24d20701b2a207a2a67286fb3f,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,1,430,2424,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__b2xhld3n,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,67c051cb627e063c4368a82a49c96a526afaeb5e,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,42,389,1012,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__bmyu9eie,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,25b5ec7b494e3410e4008c2359eeab5a4c50d471,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,54,377,1298,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__hsjzuinw,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,42929e236b7ca01c219428644d0b160741c6b253,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,17,414,961,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__jp2h71sy,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,9544bf8c0277ef8a798198fdccb09fe562ed7b56,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,41,390,1342,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_invert_if__llr80pqh,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,13a0f35cb4d8a98ba8cca27332997759e6047ae5,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,47,384,735,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__1v3lv70o,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,087cc3224bf2883d497ef46d6aa990f88e4a4ccf,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,25,255,861,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__1ye5fa2a,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,362e94271ec03d6f965827c82d1a83514e7cb8b3,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,5,426,1879,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__28wgbgb4,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,18005f012f363d91a629b3b1945f69a15b13819c,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,20,411,1428,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__2rzsbu0p,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,5c0d7b668945ddc0b7216c9653dec819d7e22a37,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,1,200,845,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__51838xvi,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,baf7b7f12df09c9e3b84a2376d44f572a88c5ba1,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,47,378,1260,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__802j65f9,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,5b94464005ca1cd468a0e63f2b4a41a732afdf24,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,25,255,951,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__hck6d49e,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,98c28ead6f4ae489646c5c039ef7515cdf762b81,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,9,416,746,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__lmmwb1sc,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,e9bddf6910ea3fe60cc2328187c2c13a65832d3f,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,9,416,697,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__mbdilwvj,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,049d8cf4a1a75ebacef3c60acb976732aee3d7d2,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,118,313,3893,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__okqkf1vi,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,0b20ae1c7129e3db56528020f2dd3b61e24e08ad,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,8,403,846,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__qyvdy0r6,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,9a094ba8eac8067aa30b53b2d12f698caf5cad2b,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,2,121,304,1314,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__r5gbq9ji,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,eb2bf0e3a22f67759c6a83f859c8121ec05f7664,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,2,104,321,706,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__wwwv4c2v,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,5f64f741f1fc48f8fdb59681447eddcc98b41d35,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,4,427,947,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_ctrl_shuffle__zfpm0k93,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,6101fd384395d4705ba1e8493aed4602ae37845b,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,3,428,1019,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_break_chains__7cyqztmz,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,4bea92d71b73723847a07a00ef52a932253da268,python,func_pm_op_break_chains,func_pm_op_break_chains,procedural,1,1,430,1126,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change__0nh52q2w,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,491423503e7b6ffbd457dfcc197991d362c74b2d,python,func_pm_op_change,func_pm_op_change,procedural,1,2,429,1193,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change__d37v2n7v,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,893604c6fdead034a3fa29a05c36a229af9cdc57,python,func_pm_op_change,func_pm_op_change,procedural,1,21,404,1840,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change__d3htq0v5,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,672f23c00e726131599e3dc0d461983672ff9463,python,func_pm_op_change,func_pm_op_change,procedural,1,3,428,1584,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change__pm9nlsg1,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,7e5c1b624dbe21c6cfd10b1695376665d038d197,python,func_pm_op_change,func_pm_op_change,procedural,1,4,427,1328,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change__rwhfh97z,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,97c64463062315fb71777a7fb39fdcd303aaf06b,python,func_pm_op_change,func_pm_op_change,procedural,1,47,384,907,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change__uyxbjxgf,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,d301ad55c21d23094e3bc0ee97ec733eb3d28029,python,func_pm_op_change,func_pm_op_change,procedural,1,103,322,685,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change_const__b7ozs0wb,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,6b525d6446c973c3183c3a31b0ea131e20a57f5b,python,func_pm_op_change_const,func_pm_op_change_const,procedural,1,18,413,805,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_change_const__e6t6zh02,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,b3973a91f356570220cc88bc0be1d844c7daa158,python,func_pm_op_change_const,func_pm_op_change_const,procedural,1,4,427,814,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_swap__5b4g6dp0,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,610ecb09a2a34343bbe91371307140deb33ee7c3,python,func_pm_op_swap,func_pm_op_swap,procedural,1,4,427,1203,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_swap__gv4qdlon,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,206ce545a24387846380cf784dd9606b55ea6c37,python,func_pm_op_swap,func_pm_op_swap,procedural,1,37,388,1121,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_swap__k3eo8306,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,48f48e4bd09f857d9be09ac8273f9dbfc8ed2fdb,python,func_pm_op_swap,func_pm_op_swap,procedural,1,1,430,3179,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_swap__n90y1e2r,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,57cef4bd1e2e5b6ba284efc71aa1bd1ea19c1a1c,python,func_pm_op_swap,func_pm_op_swap,procedural,1,3,428,1051,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_swap__rw06j8gn,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,d3f112e0855e3680e60da7d35c798e4851919895,python,func_pm_op_swap,func_pm_op_swap,procedural,1,24,407,843,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_op_swap__wzl154mv,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,11156b0777037b397318e8c6431f4ccf7de1e40e,python,func_pm_op_swap,func_pm_op_swap,procedural,1,9,422,972,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__2rgxqv8g,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,a0bcb8aad78bebb0b6421fe265a6ef91e16ebd53,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,101,324,1741,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__7okayoey,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,ef89f286ccf188ce2bac6175985e92b5188c76a5,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,38,393,765,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__a3wp93jr,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,056724ba9734327a0f4449f94410b5c3096bbd44,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,1,430,2399,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__axj4lca7,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,b39552442fceeac01b47bc2c0ded287efc15ae02,python,func_pm_remove_assign,func_pm_remove_assign,procedural,2,97,328,2359,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__b9qib0ej,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,731018595984ad16c6669763428b273c9f7b53ad,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,1,430,1030,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__bylq1trh,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,abb60db862537bc36685cffa5d6ff5458a203cd2,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,105,320,949,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__dlo7o677,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,d718459fea6b9eac474a2fb3a52be062dfcf9c36,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,4,421,2340,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__t0brfm9e,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,499aba4442096b2f6e48df956c9650fb9a999f7b,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,18,413,3977,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__vkgz4ii1,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,732c1da20ffccf4355509b11a4008336ef2bec48,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,44,387,1857,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_assign__znbdezp2,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,65998e4dcbb9c4267182c349da612b95dd39f6af,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,1,430,1267,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_cond__2cal7woe,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,55f8110d718f2a826504c2191361cb657560e100,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,1,430,1659,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_cond__5j0be581,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,3d07e8693aab40d6fabc191869e2b5c07317f634,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,23,319,1593,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_cond__8pg79r8c,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,42bbb308f9344cf79081ab17215f429d5ded2b6f,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,4,427,1393,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_cond__ah9seyyc,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,b724e7070ccd5a1665d09de45de61d2608eba4b6,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,4,427,2320,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_cond__bh2w0xph,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,0d3eaa4a2b52d8e65255c146a0ba028644c80041,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,1,430,1288,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_cond__mzg9m4f5,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,dae01b478e7eabb76c16c1c857401d7f4ac239d4,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,119,306,1261,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_loop__dt3xvmca,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,8a3c00f4208df8daadfff0aa4fcd2c9e0b127718,python,func_pm_remove_loop,func_pm_remove_loop,procedural,1,1,430,1711,swesmith.x86_64.getnikola__nikola.0f4c230e
getnikola__nikola.0f4c230e.func_pm_remove_loop__kh41bfsr,swesmith/getnikola__nikola.0f4c230e,getnikola/nikola,13af60115b997350f9588365a42b3aad533dae1a,python,func_pm_remove_loop,func_pm_remove_loop,procedural,2,3,428,699,swesmith.x86_64.getnikola__nikola.0f4c230e
